vm_id;time;violation_percentage
8;300,10;0,000000
8;309,91;0,000000
8;314,02;0,000000
8;327,94;0,000000
8;600,10;0,100000
8;609,91;0,100000
8;614,02;0,100000
8;627,94;0,000000
8;900,10;0,000000
8;914,02;0,000000
8;927,94;0,000000
8;1200,10;0,000000
8;1209,91;0,000000
8;1214,02;0,000000
8;1227,94;0,000000
8;1500,10;0,000000
8;1800,10;0,000000
8;2100,10;0,000000
8;2400,10;0,000000
8;2700,10;0,000000
8;3000,10;0,000000
8;3014,02;0,000000
8;3027,94;0,000000
8;3300,10;0,143536
8;3309,91;0,128411
8;3314,02;0,000000
8;3600,10;0,100000
8;3609,91;0,100000
8;3614,02;0,100000
8;3627,94;0,000000
8;3900,10;0,000000
8;4200,10;0,000000
8;4500,10;0,000000
8;4800,10;0,000000
8;5100,10;0,000000
8;5400,10;0,000000
8;5700,10;0,000000
8;6000,10;0,000000
8;6300,10;0,000000
8;6600,10;0,000000
8;6900,10;0,000000
8;7200,10;0,000000
8;7500,10;0,000000
8;7800,10;0,000000
8;8100,10;0,000000
8;8400,10;0,000000
8;8700,10;0,000000
8;9000,10;0,000000
8;9300,10;0,000000
8;9600,10;0,000000
8;9900,10;0,000000
8;9909,91;0,000000
8;9914,02;0,000000
8;9927,94;0,000000
8;10200,10;0,139943
8;10214,02;0,100000
8;10227,94;0,000000
8;10500,10;0,100000
8;10509,91;0,100000
8;10514,02;0,100000
8;10527,94;0,000000
8;10800,10;0,000000
8;11100,10;0,000000
8;11400,10;0,000000
8;11700,10;0,000000
8;12000,10;0,000000
8;12300,10;0,000000
8;12600,10;0,000000
8;12900,10;0,000000
8;13200,10;0,000000
8;13500,10;0,000000
8;13800,10;0,000000
8;14100,10;0,000000
8;14114,02;0,000000
8;14400,10;0,000000
8;14414,02;0,000000
8;14700,10;0,000000
8;15000,10;0,000000
8;15014,02;0,000000
8;15300,10;0,000000
8;15314,02;0,000000
8;15600,10;0,000000
8;15900,10;0,000000
8;16200,10;0,000000
8;16500,10;0,000000
8;16800,10;0,000000
8;17100,10;0,000000
8;17400,10;0,000000
8;17700,10;0,100000
8;17709,91;0,100000
8;17714,02;0,100000
8;17727,94;0,000000
8;18000,10;0,000000
8;18014,02;0,000000
8;18027,94;0,000000
8;18300,10;0,000000
8;18309,91;0,000000
8;18314,02;0,000000
8;18327,94;0,000000
8;18600,10;0,100000
8;18609,91;0,100000
8;18614,02;0,100000
8;18627,94;0,000000
8;18900,10;0,000000
8;19200,10;0,000000
8;19500,10;0,000000
8;19800,10;0,000000
8;20100,10;0,000000
8;20400,10;0,000000
8;20700,10;0,000000
8;21000,10;0,000000
8;21300,10;0,000000
8;21600,10;0,000000
8;21900,10;0,000000
8;22200,10;0,000000
8;22500,10;0,000000
8;22800,10;0,000000
8;23100,10;0,000000
8;23400,10;0,000000
8;23700,10;0,000000
8;24000,10;0,000000
8;24300,10;0,000000
8;24600,10;0,000000
8;24900,10;0,000000
8;25200,10;0,000000
8;25500,10;0,000000
8;25800,10;0,000000
8;26100,10;0,000000
8;26400,10;0,000000
8;26700,10;0,000000
8;27000,10;0,000000
8;27300,10;0,000000
