vm_id;time;violation_percentage
4;300,10;0,100000
4;309,91;0,100000
4;314,02;0,000000
4;327,94;0,000000
4;600,10;0,100000
4;609,91;0,100000
4;614,02;0,000000
4;627,94;0,000000
4;900,10;0,000000
4;914,02;0,000000
4;927,94;0,000000
4;1200,10;0,100000
4;1209,91;0,100000
4;1214,02;0,000000
4;1227,94;0,000000
4;1500,10;0,000000
4;1800,10;0,100000
4;1809,91;0,100000
4;1814,02;0,000000
4;1827,94;0,000000
4;2100,10;0,148298
4;2109,91;0,138108
4;2114,02;0,000000
4;2400,10;0,000000
4;2409,91;0,000000
4;2414,02;0,000000
4;2700,10;0,100000
4;2709,91;0,100000
4;2714,02;0,000000
4;3000,10;0,100000
4;3009,91;0,100000
4;3014,02;0,000000
4;3300,10;0,000000
4;3309,91;0,000000
4;3314,02;0,000000
4;3600,10;0,000000
4;3609,91;0,000000
4;3900,10;0,000000
4;4200,10;0,000000
4;4500,10;0,000000
4;4800,10;0,000000
4;4809,91;0,000000
4;4814,02;0,000000
4;5100,10;0,100000
4;5109,91;0,100000
4;5114,02;0,000000
4;5127,94;0,000000
4;5400,10;0,000000
4;5409,91;0,000000
4;5414,02;0,000000
4;5427,94;0,000000
4;5700,10;0,000000
4;5709,91;0,000000
4;5727,94;0,000000
4;6000,10;0,100000
4;6009,91;0,100000
4;6014,02;0,000000
4;6027,94;0,000000
4;6300,10;0,000000
4;6600,10;0,000000
4;6627,94;0,000000
4;6900,10;0,000000
4;6927,94;0,000000
4;7200,10;0,000000
4;7500,10;0,000000
4;7800,10;0,000000
4;8100,10;0,000000
4;8400,10;0,000000
4;8700,10;0,000000
4;9000,10;0,000000
4;9300,10;0,100000
4;9309,91;0,100000
4;9314,02;0,000000
4;9327,94;0,000000
4;9600,10;0,100000
4;9609,91;0,100000
4;9614,02;0,000000
4;9627,94;0,000000
4;9900,10;0,000000
4;9909,91;0,000000
4;9914,02;0,000000
4;9927,94;0,000000
4;10200,10;0,000000
4;10214,02;0,000000
4;10227,94;0,000000
4;10500,10;0,000000
4;10514,02;0,000000
4;10800,10;0,000000
4;10814,02;0,000000
4;11100,10;0,000000
4;11114,02;0,000000
4;11400,10;0,000000
4;11700,10;0,000000
4;12000,10;0,000000
4;12014,02;0,000000
4;12300,10;0,000000
4;12314,02;0,000000
4;12327,94;0,000000
4;12600,10;0,100000
4;12614,02;0,000000
4;12627,94;0,000000
4;12900,10;0,000000
4;13200,10;0,000000
4;13500,10;0,000000
4;13800,10;0,000000
4;14100,10;0,043968
4;14127,94;0,000000
4;14400,10;0,000000
4;14427,94;0,000000
4;14700,10;0,000000
4;15000,10;0,000000
4;15300,10;0,000000
4;15314,02;0,000000
4;15327,94;0,000000
4;15600,10;0,000000
4;15900,10;0,000000
4;15927,94;0,000000
4;16200,10;0,000000
4;16500,10;0,000000
4;16527,94;0,000000
4;16800,10;0,000000
4;16827,94;0,000000
4;17100,10;0,000000
4;17127,94;0,000000
4;17400,10;0,000000
4;17427,94;0,000000
4;17700,10;0,000000
4;17727,94;0,000000
4;18000,10;0,000000
4;18300,10;0,021714
4;18314,02;0,000000
4;18327,94;0,000000
4;18600,10;0,000000
4;18627,94;0,000000
4;18900,10;0,000000
4;19200,10;0,000000
4;19500,10;0,000000
4;19800,10;0,000000
4;20100,10;0,000000
4;20114,02;0,000000
4;20127,94;0,000000
4;20400,10;0,000000
4;20414,02;0,000000
4;20427,94;0,000000
4;20700,10;0,000000
4;21000,10;0,000000
4;21300,10;0,000000
4;21600,10;0,000000
4;21614,02;0,000000
4;21900,10;0,000000
4;21914,02;0,000000
4;21927,94;0,000000
4;22200,10;0,000000
4;22500,10;0,000000
4;22800,10;0,000000
4;22827,94;0,000000
4;23100,10;0,000000
4;23400,10;0,000000
4;23700,10;0,000000
4;24000,10;0,000000
4;24300,10;0,000000
4;24600,10;0,000000
4;24900,10;0,000000
4;25200,10;0,000000
4;25500,10;0,000000
4;25514,02;0,000000
4;25527,94;0,000000
4;25800,10;0,030143
4;25809,91;0,024741
4;25814,02;0,000000
4;25827,94;0,000000
4;26100,10;0,000000
4;26109,91;0,000000
4;26114,02;0,000000
4;26127,94;0,000000
4;26400,10;0,000000
4;26414,02;0,000000
4;26427,94;0,000000
4;26700,10;0,044211
4;26714,02;0,000000
4;26727,94;0,000000
4;27000,10;0,000000
4;27014,02;0,000000
4;27027,94;0,000000
4;27300,10;0,000000
4;27327,94;0,000000
4;27600,10;0,000000
4;27627,94;0,000000
4;27900,10;0,000000
4;27927,94;0,000000
4;28200,10;0,000000
4;28227,94;0,000000
4;28500,10;0,000000
4;28527,94;0,000000
4;28800,10;0,000000
4;29100,10;0,000000
4;29400,10;0,000000
4;29700,10;0,000000
4;30000,10;0,000000
4;30300,10;0,000000
4;30600,10;0,000000
4;30900,10;0,000000
4;31200,10;0,000000
4;31500,10;0,000000
4;31800,10;0,000000
4;31814,02;0,000000
4;32100,10;0,000000
4;32114,02;0,000000
4;32400,10;0,000000
4;32414,02;0,000000
4;32427,94;0,000000
4;32700,10;0,000000
4;33000,10;0,141529
4;33014,02;0,000000
4;33300,10;0,000000
4;33600,10;0,100000
4;33614,02;0,000000
4;33900,10;0,000000
4;34200,10;0,100000
4;34214,02;0,000000
4;34500,10;0,000000
4;34800,10;0,100000
4;34814,02;0,000000
4;35100,10;0,100000
4;35114,02;0,000000
4;35400,10;0,100000
4;35414,02;0,000000
4;35700,10;0,000000
4;36000,10;0,100000
4;36014,02;0,000000
4;36300,10;0,000000
4;36600,10;0,000000
4;36614,02;0,000000
4;36900,10;0,100000
4;36914,02;0,000000
4;37200,10;0,206947
4;37214,02;0,000000
4;37227,94;0,000000
4;37500,10;0,000000
4;37527,94;0,000000
4;37800,10;0,000000
4;38100,10;0,000000
4;38400,10;0,000000
4;38414,02;0,000000
4;38700,10;0,000000
4;38714,02;0,000000
4;39000,10;0,000000
4;39300,10;0,000000
4;39600,10;0,100000
4;39614,02;0,000000
4;39900,10;0,000000
4;39914,02;0,000000
4;40200,10;0,000000
4;40500,10;0,169188
4;40509,91;0,160349
4;40514,02;0,000000
4;40527,94;0,000000
4;40800,10;0,100000
4;40809,91;0,100000
4;40814,02;0,000000
4;40827,94;0,000000
4;41100,10;0,000000
4;41114,02;0,000000
4;41127,94;0,000000
4;41400,10;0,000000
4;41700,10;0,000000
4;42000,10;0,000000
4;42300,10;0,000000
4;42600,10;0,000000
4;42900,10;0,000000
4;43200,10;0,000000
4;43500,10;0,000000
4;43800,10;0,000000
4;44100,10;0,000000
4;44400,10;0,100000
4;44414,02;0,000000
4;44427,94;0,000000
4;44700,10;0,000000
4;45000,10;0,000000
4;45300,10;0,100000
4;45314,02;0,000000
4;45600,10;0,100000
4;45614,02;0,000000
4;45900,10;0,137852
4;45914,02;0,000000
4;45927,94;0,000000
4;46200,10;0,100000
4;46214,02;0,000000
4;46227,94;0,000000
4;46500,10;0,000000
4;46800,10;0,000000
4;47100,10;0,100000
4;47114,02;0,000000
4;47400,10;0,000000
4;47414,02;0,000000
4;47700,10;0,000000
4;47714,02;0,000000
4;48000,10;0,100000
4;48014,02;0,000000
4;48300,10;0,214880
4;48314,02;0,000000
4;48327,94;0,000000
4;48600,10;0,000000
4;48627,94;0,000000
4;48900,10;0,000000
4;49200,10;0,100000
