vm_id;time;violation_percentage
6;300,10;0,100000
6;309,91;0,100000
6;314,02;0,100000
6;327,94;0,000000
6;600,10;0,100000
6;609,91;0,100000
6;627,94;0,000000
6;900,10;0,000000
6;909,91;0,000000
6;914,02;0,000000
6;927,94;0,000000
6;1200,10;0,100000
6;1214,02;0,100000
6;1227,94;0,000000
6;1500,10;0,100000
6;1509,91;0,100000
6;1514,02;0,100000
6;1527,94;0,000000
6;1800,10;0,000000
6;2100,10;0,049683
6;2114,02;0,000000
6;2400,10;0,000000
6;2409,91;0,000000
6;2414,02;0,000000
6;2427,94;0,000000
6;2700,10;0,000000
6;3000,10;0,000000
6;3300,10;0,000000
6;3600,10;0,000000
6;3900,10;0,000000
6;3927,94;0,000000
6;4200,10;0,000000
6;4227,94;0,000000
6;4500,10;0,000000
6;4800,10;0,000000
6;5100,10;0,000000
6;5400,10;0,000000
6;5700,10;0,000000
6;6000,10;0,000000
6;6300,10;0,000000
6;6600,10;0,000000
6;6627,94;0,000000
6;6900,10;0,100000
6;6914,02;0,100000
6;6927,94;0,000000
6;7200,10;0,000000
6;7209,91;0,000000
6;7214,02;0,000000
6;7227,94;0,000000
6;7500,10;0,000000
6;7800,10;0,000000
6;7814,02;0,000000
6;8100,10;0,000000
6;8114,02;0,000000
6;8400,10;0,000000
6;8700,10;0,000000
6;9000,10;0,000000
6;9300,10;0,000000
6;9600,10;0,000000
6;9900,10;0,000000
